provider_name,provider_name_id
SAINT ANTHONY HOSPITAL,2303
SAINT ANTHONY MEDICAL CENTER,2304
SAINT ANTHONY'S HEALTH CENTER,2305
SAINT BARNABAS MEDICAL CENTER,2306
SAINT CATHERINE MEDICAL CENTER FOUNTAIN SPRINGS,2307
SAINT CATHERINE REGIONAL HOSPITAL,2308
SAINT CLARE HOSPITAL,2309
SAINT CLARE'S HOSPITAL,2310
SAINT CLARE'S HOSPITAL/SUSSEX,2311
SAINT ELIZABETH REGIONAL MEDICAL CENTER,2312
SAINT FRANCIS BARTLETT MEDICAL CENTER,2313
SAINT FRANCIS HOSPITAL SOUTH,2314
"SAINT FRANCIS HOSPITAL, INC",2315
SAINT FRANCIS MEDICAL CENTER,2316
SAINT FRANCIS MEMORIAL HOSPITAL,2317
SAINT JAMES HOSPITAL,2318
SAINT JOHN HOSPITAL,2319
SAINT JOHN'S HEALTH CENTER,2320
SAINT JOHN'S HEALTH SYSTEM,2321
SAINT JOSEPH EAST,2322
SAINT JOSEPH HOSPITAL,2323
SAINT JOSEPH HOSPITAL LONDON,2324
SAINT JOSEPH MEDICAL CENTER,2325
SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,2326
SAINT JOSEPH MOUNT STERLING,2327
SAINT JOSEPH REGIONAL MEDICAL CENTER,2328
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",2329
SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH,2330
SAINT LOUISE REGIONAL HOSPITAL,2331
SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,2332
SAINT LUKE'S SOUTH HOSPITAL,2333
SAINT MARY'S HEALTH CARE,2334
SAINT MARY'S HOSPITAL,2335
SAINT MARY'S REGIONAL MEDICAL CENTER,2336
SAINT MARYS HOSPITAL,2337
"SAINT MICHAEL'S MEDICAL CENTER, INC",2338
SAINT PETER'S UNIVERSITY HOSPITAL,2339
SAINT ROSE DOMINICAN HOSPITAL - DE LIMA,2340
SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,2341
SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,2342
SAINT VINCENT HEALTH CENTER,2343
SAINT VINCENT MEDICAL CENTER,2344
SAINTS  MEDICAL CENTER INC,2345
SALEM COMMUNITY HOSPITAL,2346
SALEM HOSPITAL,2347
SALINA REGIONAL HEALTH CENTER,2348
SALINA SURGICAL HOSPITAL,2349
SALINAS VALLEY MEMORIAL HOSPITAL,2350
SALINE MEMORIAL HOSPITAL,2351
SALT LAKE REGIONAL MEDICAL CENTER,2352
SAMARITAN ALBANY GENERAL HOSPITAL,2353
SAMARITAN HOSPITAL,2354
SAMARITAN HOSPITAL - PEOPLES HOSPITAL,2355
SAMARITAN MEDICAL CENTER,2356
SAMPSON REGIONAL MEDICAL CENTER,2357
SAN ANGELO COMMUNITY MEDICAL CENTER,2358
SAN ANTONIO COMMUNITY HOSPITAL,2359
SAN DIMAS COMMUNITY HOSPITAL,2360
SAN FRANCISCO GENERAL HOSPITAL,2361
SAN GABRIEL VALLEY MEDICAL CENTER,2362
SAN GORGONIO MEMORIAL HOSPITAL,2363
SAN JACINTO METHODIST HOSPITAL,2364
SAN JOAQUIN COMMUNITY HOSPITAL,2365
SAN JOAQUIN GENERAL HOSPITAL,2366
SAN JUAN REGIONAL MEDICAL CENTER,2367
SAN LEANDRO HOSPITAL,2368
SAN LUIS VALLEY REGIONAL MEDICAL CENTER,2369
SAN RAMON REGIONAL MEDICAL CTR,2370
SANDHILLS REGIONAL MEDICAL CENTER,2371
SANFORD  WORTHINGTON MEDICAL CENTER,2372
SANFORD BEMIDJI MEDICAL CENTER,2373
SANFORD MEDICAL CENTER FARGO,2374
SANFORD USD MEDICAL CENTER,2375
SANTA BARBARA COTTAGE HOSPITAL,2376
SANTA CLARA VALLEY MEDICAL CENTER,2377
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,2378
SANTA ROSA MEDICAL CENTER,2379
SANTA ROSA MEMORIAL HOSPITAL,2380
SANTIAM MEMORIAL HOSPITAL,2381
SARAH BUSH LINCOLN HEALTH CENTER,2382
SARASOTA MEMORIAL HOSPITAL,2383
SARATOGA HOSPITAL,2384
SARTORI MEMORIAL HOSPITAL,2385
SATILLA REGIONAL MEDICAL CENTER,2386
SAUK PRAIRIE MEM HSPTL,2387
SAVOY MEDICAL CENTER,2388
"SAYRE MEMORIAL HOSPITAL, INC",2389
SCENIC MOUNTAIN MEDICAL CENTER,2390
SCHNECK MEDICAL CENTER,2391
SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,2392
SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,2393
SCOTLAND MEMORIAL HOSPITAL,2394
SCOTT & WHITE HOSPITAL-LLANO,2395
SCOTT & WHITE HOSPITAL-ROUND ROCK,2396
SCOTT & WHITE MEMORIAL HOSPITAL,2397
SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,2398
SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,2399
SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL,2400
SCRIPPS GREEN HOSPITAL,2401
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,2402
SCRIPPS MEMORIAL HOSPITAL LA JOLLA,2403
SCRIPPS MERCY HOSPITAL,2404
SEBASTIAN RIVER MEDICAL CENTER,2405
SELF REGIONAL HEALTHCARE,2406
SENTARA CAREPLEX HOSPITAL,2407
SENTARA LEIGH HOSPITAL,2408
SENTARA NORFOLK GENERAL HOSPITAL,2409
SENTARA OBICI HOSPITAL,2410
SENTARA POTOMAC HOSPITAL,2411
SENTARA PRINCESS ANNE HOSPITAL,2412
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,2413
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,2414
SEQUOIA HOSPITAL,2415
SEQUOYAH MEMORIAL HOSPITAL,2416
SETON  NORTHWEST HOSPITAL,2417
SETON HEALTH SYSTEM-ST MARY'S CAMPUS,2418
SETON MEDICAL CENTER,2419
SETON MEDICAL CENTER AUSTIN,2420
SETON MEDICAL CENTER HAYS,2421
SETON MEDICAL CENTER WILLIAMSON,2422
SETON SMITHVILLE REGIONAL HOSPITAL,2423
SETON SOUTHWEST HOSPITAL,2424
SEVEN RIVERS REGIONAL MEDICAL CENTER,2425
SEVIER VALLEY MEDICAL CENTER,2426
SEYMOUR HOSPITAL,2427
SHADY GROVE ADVENTIST HOSPITAL,2428
SHAMOKIN AREA COMMUNITY HOSPITAL,2429
SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,2430
SHANDS JACKSONVILLE MEDICAL CENTER,2431
SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,2432
SHANNON MEDICAL CENTER,2433
SHARE MEMORIAL HOSPITAL,2434
SHARKEY ISSAQUENA COMMUNITY HOSPITAL,2435
SHARON HOSPITAL,2436
SHARON REGIONAL HEALTH SYSTEM,2437
SHARP CHULA VISTA MEDICAL CENTER,2438
SHARP CORONADO HOSPITAL AND HLTHCR CTR,2439
SHARP MEMORIAL HOSPITAL,2440
SHASTA REGIONAL MEDICAL CENTER,2441
SHAWNEE MISSION MEDICAL CENTER,2442
SHEEHAN MEMORIAL HOSPITAL,2443
SHELBY BAPTIST MEDICAL CENTER,2444
SHELBY MEMORIAL HOSPITAL,2445
SHELBY REGIONAL MEDICAL CENTER,2446
SHERIDAN MEMORIAL HOSPITAL,2447
SHERMAN HOSPITAL,2448
SHERMAN OAKS HOSPITAL,2449
SHOALS HOSPITAL,2450
SHORE MEDICAL CENTER,2451
SIBLEY MEMORIAL HOSPITAL,2452
SIERRA MEDICAL CENTER,2453
SIERRA NEVADA MEMORIAL HOSPITAL,2454
SIERRA PROVIDENCE EAST MEDICAL CENTER,2455
SIERRA SURGERY HOSPITAL,2456
SIERRA VIEW DISTRICT HOSPITAL,2457
SIERRA VISTA REGIONAL HEALTH CENTER INC,2458
SIERRA VISTA REGIONAL MEDICAL CENTER,2459
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,2460
SILOAM SPRINGS MEMORIAL HOSPITAL,2461
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,2462
SILVER LAKE MEDICAL CENTER,2463
SILVERTON HOSPITAL,2464
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2465
SINAI HOSPITAL OF BALTIMORE,2466
SINAI-GRACE HOSPITAL,2467
SINGING RIVER HOSPITAL,2468
SIOUX FALLS SPECIALTY HOSPITAL,2469
SIOUXLAND SURGERY CENTER LP,2470
SISTERS OF CHARITY HOSPITAL,2471
SISTERS OF CHARITY PROVIDENCE HOSPITALS,2472
SKAGGS REGIONAL MEDICAL CENTER,2473
SKAGIT VALLEY HOSPITAL,2474
SKIFF MEDICAL CENTER,2475
SKOKIE HOSPITAL,2476
SKY LAKES MEDICAL CENTER,2477
SKY RIDGE MEDICAL CENTER,2478
SKYLINE MEDICAL CENTER,2479
SKYRIDGE MEDICAL CENTER,2480
SLIDELL MEMORIAL HOSPITAL AND MEDICAL CENTER,2481
SMITH NORTHVIEW HOSPITAL,2482
SMYTH COUNTY COMMUNITY HOSPITAL,2483
SOLDIERS AND SAILORS MEMORIAL HOSPITAL,2484
SOMERSET HOSPITAL,2485
SOMERSET MEDICAL CENTER,2486
SONOMA DEVELOPMENTAL CENTER,2487
SONOMA VALLEY HOSPITAL,2488
SONORA REGIONAL MEDICAL CENTER,2489
SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,2490
SOUTH BALDWIN REGIONAL MEDICAL CENTER,2491
SOUTH BAY HOSPITAL,2492
SOUTH CAMERON MEMORIAL HOSPITAL,2493
SOUTH CENTRAL KS  MED CENTER,2494
SOUTH CENTRAL REG MED CTR,2495
SOUTH COUNTY HOSPITAL INC,2496
SOUTH FLORIDA BAPTIST HOSPITAL,2497
SOUTH FULTON MEDICAL CENTER,2498
SOUTH GEORGIA MEDICAL CENTER,2499
SOUTH HAMPTON COMMUNITY HOSPITAL,2500
SOUTH HAVEN COMMUNITY HOSPITAL,2501
SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,2502
SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL,2503
SOUTH LAKE HOSPITAL,2504
"SOUTH MIAMI HOSPITAL, INC",2505
SOUTH NASSAU COMMUNITIES HOSPITAL,2506
SOUTH POINTE HOSPITAL,2507
SOUTH SHORE HOSPITAL,2508
SOUTH SUNFLOWER COUNTY HOSPITAL,2509
SOUTH TEXAS HEALTH SYSTEM,2510
SOUTH TEXAS REGIONAL MEDICAL CENTER,2511
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,2512
SOUTH TEXAS SURGICAL HOSPITAL,2513
SOUTHAMPTON HOSPITAL,2514
SOUTHAMPTON MEMORIAL HOSPITAL,2515
"SOUTHCOAST HOSPITAL GROUP, INC",2516
SOUTHCREST HOSPITAL,2517
SOUTHEAST ALABAMA MEDICAL CENTER,2518
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2519
SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2520
SOUTHEAST MISSOURI HOSPITAL,2521
SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,2522
SOUTHEASTERN REGIONAL MEDICAL CENTER,2523
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,2524
SOUTHERN HILLS MEDICAL CTR,2525
SOUTHERN MAINE MEDICAL CENTER,2526
SOUTHERN MARYLAND HOSPITAL CENTER,2527
SOUTHERN NH MEDICAL CENTER,2528
SOUTHERN OCEAN MEDICAL CENTER,2529
SOUTHERN OHIO MEDICAL CENTER,2530
SOUTHERN REGIONAL MEDICAL CENTER,2531
SOUTHERN SURGICAL HOSPITAL,2532
SOUTHERN TENNESSEE MEDICAL CENTER,2533
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,2534
"SOUTHSIDE COMMUNITY HOSPITAL, INC",2535
SOUTHSIDE HOSPITAL,2536
SOUTHSIDE REGIONAL MEDICAL CENTER,2537
SOUTHWEST ALABAMA MEDICAL CENTER,2538
SOUTHWEST GENERAL HEALTH CENTER,2539
SOUTHWEST GENERAL HOSPITAL,2540
SOUTHWEST HEALTHCARE SYSTEM,2541
SOUTHWEST MEDICAL CENTER,2542
SOUTHWEST MS REGIONAL MEDICAL CENTER,2543
SOUTHWEST REGIONAL MEDICAL CENTER,2544
SOUTHWESTERN MEDICAL CENTER,2545
SOUTHWESTERN VERMONT MEDICAL CENTER,2546
SPALDING REGIONAL MEDICAL CENTER,2547
SPARKS REGIONAL MEDICAL CENTER,2548
SPARTANBURG REGIONAL MEDICAL CENTER,2549
SPEARFISH REGIONAL HOSPITAL,2550
SPECIALISTS HOSPITAL SHREVEPORT,2551
SPECTRUM HEALTH - BUTTERWORTH CAMPUS,2552
SPECTRUM HEALTH GERBER MEMORIAL,2553
SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,2554
SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,2555
SPENCER MUNICIPAL HOSPITAL,2556
SPOTSYLVANIA REGIONAL MEDICAL CENTER,2557
SPRING VALLEY HOSPITAL MEDICAL CENTER,2558
SPRING VIEW HOSPITAL,2559
SPRINGFIELD REGIONAL MEDICAL CENTER,2560
SPRINGHILL MEDICAL CENTER,2561
SPRINGS MEMORIAL HOSPITAL,2562
SPRUCE PINE COMMUNITY HOSPITAL,2563
SSM DEPAUL HEALTH CENTER,2564
SSM ST CLARE HEALTH CENTER,2565
SSM ST JOSEPH HEALTH CENTER,2566
SSM ST JOSEPH HOSPITAL WEST,2567
SSM ST MARYS HEALTH CENTER,2568
ST AGNES HSPTL,2569
ST ALEXIUS HOSPITAL,2570
ST ALEXIUS MEDICAL CENTER,2571
"ST ALPHONSUS MEDICAL CENTER - ONTARIO, INC",2572
ST ALPHONSUS REGIONAL MEDICAL CENTER,2573
ST ANTHONY COMMUNITY HOSPITAL,2574
ST ANTHONY HOSPITAL,2575
ST ANTHONY REGIONAL HOSPITAL,2576
ST ANTHONY SUMMIT MEDICAL CENTER,2577
ST ANTHONY'S HOSPITAL,2578
ST ANTHONY'S MEDICAL CENTER,2579
ST ANTHONYS MEMORIAL HOSPITAL,2580
ST BARNABAS HOSPITAL,2581
ST BERNARD HOSPITAL,2582
ST BERNARDINE MEDICAL CENTER,2583
ST BERNARDS MEDICAL CTR,2584
ST CATHERINE HOSPITAL,2585
ST CATHERINE HOSPITAL INC,2586
ST CATHERINE OF SIENA HOSPITAL,2587
ST CHARLES HOSPITAL,2588
ST CHARLES MEDICAL CENTER - BEND,2589
ST CHARLES MEDICAL CENTER - REDMOND,2590
ST CHARLES PARISH HOSPITAL,2591
ST CLAIR MEMORIAL HOSPITAL,2592
ST CLAIRE REGIONAL MEDICAL CENTER,2593
ST CLARE HSPTL HLTH SVCS,2594
ST CLARE'S HOSPITAL OF WESTON INC,2595
ST CLOUD HOSPITAL,2596
ST CLOUD REGIONAL MEDICAL CENTER,2597
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,2598
ST DAVIDS MEDICAL CENTER,2599
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,2600
ST EDWARD MERCY MEDICAL CENTER,2601
ST ELIZABETH BOARDMAN HEALTH CENTER,2602
ST ELIZABETH COMMUNITY HOSPITAL,2603
ST ELIZABETH FLORENCE,2604
ST ELIZABETH FT THOMAS,2605
ST ELIZABETH HEALTH CENTER,2606
ST ELIZABETH HOSPITAL,2607
ST ELIZABETH HSPTL,2608
ST ELIZABETH MEDICAL CENTER,2609
ST ELIZABETH MEDICAL CENTER NORTH,2610
ST ELIZABETH'S MEDICAL CENTER,2611
ST FRANCIS COMMUNITY HOSPITAL,2612
ST FRANCIS HEALTH CENTER INC,2613
ST FRANCIS HOSPITAL,2614
ST FRANCIS HOSPITAL & MEDICAL CENTER,2615
"ST FRANCIS HOSPITAL, INC",2616
"ST FRANCIS HOSPITAL, ROSLYN",2617
ST FRANCIS MEDICAL CENTER,2618
ST FRANCIS REGIONAL MEDICAL CENTER,2619
ST FRANCIS-DOWNTOWN,2620
ST HELENA HOSPITAL,2621
ST JAMES HEALTHCARE,2622
ST JAMES MERCY HOSPITAL,2623
ST JOHN BROKEN ARROW,2624
ST JOHN HOSPITAL AND MEDICAL CENTER,2625
ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,2626
ST JOHN MEDICAL CENTER,2627
"ST JOHN MEDICAL CENTER, INC",2628
ST JOHN OWASSO,2629
ST JOHN RIVER DISTRICT HOSPITAL,2630
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,2631
ST JOHN'S REGIONAL HEALTH CENTER,2632
ST JOHN'S REGIONAL MEDICAL CENTER,2633
ST JOHN'S RIVERSIDE HOSPITAL,2634
ST JOHNS HOSPITAL,2635
ST JOHNS HOSPITAL-LEBANON,2636
ST JOHNS MEDICAL CENTER,2637
ST JOHNS PLEASANT VALLEY HOSPITAL,2638
ST JOHNS REGIONAL MEDICAL CENTER,2639
ST JOSEPH HEALTH CENTER,2640
ST JOSEPH HEALTH SERVICES OF RI,2641
ST JOSEPH HOSPITAL,2642
ST JOSEPH HOSPITAL & HEALTH CENTER INC,2643
ST JOSEPH MEDICAL CENTER,2644
ST JOSEPH MERCY HOSPITAL,2645
ST JOSEPH MERCY OAKLAND,2646
ST JOSEPH MERCY PORT HURON,2647
ST JOSEPH REGIONAL HEALTH CENTER,2648
ST JOSEPH REGIONAL MEDICAL CENTER,2649
ST JOSEPH'S HOSPITAL,2650
ST JOSEPH'S HOSPITAL - SAVANNAH,2651
ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,2652
ST JOSEPH'S HOSPITAL HEALTH CENTER,2653
"ST JOSEPH'S HOSPITAL, INC",2654
ST JOSEPH'S MEDICAL CENTER,2655
ST JOSEPH'S REGIONAL MEDICAL CENTER,2656
ST JOSEPHS COM HSPTL WEST BEND,2657
ST JOSEPHS HEALTHCARE SYSTEM,2658
ST JOSEPHS HOSPITAL,2659
ST JOSEPHS HSPTL,2660
ST JOSEPHS MED CENTER OF STOCKTON,2661
ST JOSEPHS MERCY HEALTH CENTER INC,2662
ST JUDE MEDICAL CENTER,2663
ST LOUIS UNIVERSITY HOSPITAL,2664
ST LUCIE MEDICAL CENTER,2665
ST LUKE'S CORNWALL HOSPITAL,2666
ST LUKE'S HOSPITAL,2667
"ST LUKE'S HOSPITAL AT THE VINTAGE, LLC",2668
ST LUKE'S HOSPITAL BETHLEHEM,2669
ST LUKE'S MINERS MEMORIAL HOSPITAL,2670
ST LUKE'S PATIENTS MEDICAL CENTER,2671
ST LUKE'S QUAKERTOWN HOSPITAL,2672
ST LUKE'S ROOSEVELT HOSPITAL,2673
ST LUKE'S SUGAR LAND HOSPITAL,2674
ST LUKE'S THE WOODLANDS HOSPITAL,2675
ST LUKE'S WARREN HOSPITAL,2676
ST LUKES EPISCOPAL HOSPITAL,2677
ST LUKES HOSPITAL,2678
ST LUKES HOSPITAL OF KANSAS CITY,2679
ST LUKES LAKESIDE HOSPITAL,2680
ST LUKES MAGIC VALLEY RMC,2681
ST LUKES MEDICAL CENTER,2682
ST LUKES NORTHLAND HOSPITAL,2683
ST LUKES REGIONAL MEDICAL CENTER,2684
ST MARGARETS HOSPITAL,2685
ST MARKS HOSPITAL,2686
ST MARKS MEDICAL CENTER,2687
ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2688
ST MARY MEDICAL CENTER,2689
ST MARY MEDICAL CENTER INC,2690
ST MARY MERCY HOSPITAL,2691
ST MARY'S HOSPITAL,2692
ST MARY'S HOSPITAL AT AMSTERDAM,2693
"ST MARY'S HOSPITAL, PASSAIC",2694
ST MARY'S MEDICAL CENTER,2695
ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,2696
ST MARY'S OF MICHIGAN MEDICAL CENTER,2697
ST MARY'S REGIONAL MEDICAL CENTER,2698
ST MARYS HEALTH CENTER,2699
ST MARYS HOSPITAL,2700
ST MARYS HOSPITAL AND MEDICAL CENTER,2701
ST MARYS HSPTL MED CTR,2702
ST MARYS REGIONAL MEDICAL CENTER,2703
ST NICHOLAS HOSPITAL,2704
ST PATRICK HOSPITAL,2705
ST PETER'S HOSPITAL,2706
ST PETERSBURG GENERAL HOSPITAL,2707
ST RITA'S MEDICAL CENTER,2708
ST ROSE HOSPITAL,2709
ST TAMMANY PARISH HOSPITAL,2710
ST THOMAS HOSPITAL,2711
ST VINCENT CARMEL HOSPITAL INC,2712
ST VINCENT CHARITY MEDICAL CENTER,2713
ST VINCENT HEALTHCARE,2714
ST VINCENT HEART CENTER OF INDIANA LLC,2715
ST VINCENT HOSPITAL,2716
ST VINCENT HOSPITAL & HEALTH SERVICES,2717
ST VINCENT HSPTL,2718
ST VINCENT INFIRMARY MEDICAL CENTER,2719
ST VINCENT MEDICAL CENTER/NORTH,2720
ST VINCENT'S BIRMINGHAM,2721
ST VINCENT'S EAST,2722
ST VINCENT'S MEDICAL CENTER,2723
ST VINCENT'S MEDICAL CENTER SOUTHSIDE,2724
ST VINCENT'S ST CLAIR,2725
ST VINCENTS BLOUNT,2726
"STAFFORD HOSPITAL, LLC",2727
STAMFORD HOSPITAL,2728
STAMFORD MEMORIAL HOSPITAL,2729
STANFORD HOSPITAL,2730
STANISLAUS SURGICAL HOSPITAL,2731
STANLY REGIONAL MEDICAL CENTER,2732
STARR COUNTY MEMORIAL HOSPITAL,2733
STATEN ISLAND UNIVERSITY HOSPITAL,2734
STEPHENS COUNTY HOSPITAL,2735
STEPHENS MEMORIAL HOSPITAL,2736
STERLING REGIONAL MEDCENTER,2737
STILLWATER MEDICAL CENTER,2738
STONECREST MEDICAL CENTER,2739
STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL,2740
STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP,2741
STONEWALL JACKSON MEM HOSP,2742
STORMONT-VAIL HEALTHCARE,2743
STRAUB CLINIC AND HOSPITAL,2744
STRINGFELLOW MEMORIAL HOSPITAL,2745
STRONG MEMORIAL HOSPITAL,2746
STURDY MEMORIAL HOSPITAL,2747
STURGIS HOSPITAL,2748
SUBURBAN HOSPITAL,2749
SUGAR LAND SURGICAL HOSPITAL LLP,2750
SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,2751
SUMMA HEALTH SYSTEMS HOSPITALS,2752
SUMMA WADSWORTH-RITTMAN HOSPITAL,2753
SUMMA WESTERN RESERVE HOSPITAL,2754
SUMMERLIN HOSPITAL MEDICAL CENTER,2755
SUMMERSVILLE REGIONAL MEDICAL CENTER,2756
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2757
SUMMIT MEDICAL CENTER,2758
SUMMIT SURGICAL LLC,2759
SUMNER REGIONAL MEDICAL CENTER,2760
SUNBURY COMMUNITY HOSPITAL,2761
SUNRISE HOSPITAL AND MEDICAL CENTER,2762
SURGICAL HOSPITAL AT SOUTHWOODS,2763
SURGICAL HOSPITAL OF OKLAHOMA,2764
SURGICAL INSTITUTE OF READING,2765
SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,2766
SURGICAL SPECIALTY HOSPITAL OF ARIZONA,2767
SUSAN B ALLEN MEMORIAL HOSPITAL,2768
SUTTER AMADOR HOSPITAL,2769
SUTTER AUBURN FAITH HOSPITAL,2770
SUTTER COAST HOSPITAL,2771
SUTTER DAVIS HOSPITAL,2772
SUTTER DELTA MEDICAL CENTER,2773
SUTTER GENERAL HOSPITAL,2774
SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2775
SUTTER MEDICAL CENTER OF SANTA ROSA,2776
SUTTER ROSEVILLE MEDICAL CENTER,2777
SUTTER SOLANO MEDICAL CENTER,2778
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,2779
SUTTER TRACY COMMUNITY HOSPITAL,2780
SWEDISH AMERICAN HOSPITAL,2781
SWEDISH COVENANT HOSPITAL,2782
SWEDISH EDMONDS HOSPITAL,2783
SWEDISH MEDICAL CENTER,2784
SWEDISH MEDICAL CENTER/CHERRY HILL,2785
SWEETWATER HOSPITAL ASSOCIATION,2786
SYCAMORE SHOALS HOSPITAL,2787
T J SAMSON COMMUNITY HOSPITAL,2788
TACOMA GENERAL ALLENMORE HOSPITAL,2789
TAHLEQUAH CITY HOSPITAL,2790
TAKOMA REGIONAL HOSPITAL,2791
TALLAHASSEE MEMORIAL HEALTHCARE,2792
TAMPA GENERAL HOSPITAL,2793
TANNER MEDICAL CENTER - CARROLLTON,2794
TANNER MEDICAL CENTER VILLA RICA,2795
TAWAS ST JOSEPH HOSPITAL,2796
TAYLOR REGIONAL HOSPITAL,2797
TECHE REGIONAL MEDICAL CENTER,2798
TEMPLE COMMUNITY HOSPITAL,2799
TEMPLE UNIVERSITY HOSPITAL,2800
TENNOVA HEALTHCARE,2801
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,2802
TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,2803
TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,2804
TERRE HAUTE REGIONAL HOSPITAL,2805
TERREBONNE GENERAL MEDICAL CENTER,2806
TEXAS COUNTY MEMORIAL HOSPITAL,2807
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,2808
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,2809
TEXAS HEALTH HARRIS METHODIST FORT WORTH,2810
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,2811
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,2812
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,2813
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,2814
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,2815
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,2816
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,2817
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,2818
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,2819
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,2820
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,2821
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,2822
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,2823
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,2824
TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,2825
TEXAS ORTHOPEDIC HOSPITAL,2826
TEXAS REGIONAL MEDICAL CENTER AT SUNNYVALE,2827
TEXAS SPINE AND JOINT HOSPITAL,2828
TEXOMA MEDICAL CENTER,2829
TEXSAN HEART HOSPITAL,2830
THE CENTER FOR SPINAL SURGERY,2831
"THE FAUQUIER HOSPITAL, INC",2832
THE FINLEY HOSPITAL,2833
THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,2834
THE HEART HOSPITAL BAYLOR PLANO,2835
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,2836
THE MCDOWELL HOSPITAL,2837
THE MEDICAL CENTER AT BOWLING GREEN,2838
THE MEDICAL CENTER OF SOUTHEAST TEXAS,2839
THE MONROE CLINIC,2840
THE NEBRASKA MEDICAL CENTER,2841
THE NEBRASKA METHODIST HOSPITAL,2842
THE NEUROMEDICAL CENTER HOSPITAL,2843
THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,2844
THE ORTHOPEDIC SPECIALTY HOSPITAL,2845
THE QUEENS MEDICAL CENTER,2846
